class,text
Neutral,@SouthwestAir wouldn't it be awesome for my first time flying to be #DestinationDragons?!
Pos,@SouthwestAir ..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options
Pos,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights
Neutral,"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!"
Neg,"@SouthwestAir, got ""duped"" w/ a connection on 1st flight (sneaky), now u won't give me a seat on an earlier flight w/ availability. Shameful"
Neutral,"@SouthwestAir adding direct flights from #Columbus to #Oakland, @BostonLogan 
http://t.co/p8Vcz4XTHM via @DispatchAlerts"
Pos,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.
Neutral,"@SouthwestAir boarding passes now compatible with #iPhone #Passbook 
http://t.co/1ESmMnIZEk"
Neg,"@SouthwestAir, real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again! #badservice"
Neg,@SouthwestAir I already follow you and can't DM because u need to follow me back
Neutral,@SouthwestAir My DM won't go through but it is 261633561838. Please let me know if you need anything else.
Neutral,=@SouthwestAir can someone rebook me? please direct message me.
Neg,"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice"
Neg,@SouthwestAir RUDE gate agent. Wholly unacceptable to us &amp; other passengers. Think this will be our last time on sw.
Neg,@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.
Pos,@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴
Neg,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting
Neutral,@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :)
Neutral,@SouthwestAir @FortuneMagazine. I'm flying on one right this minute
Pos,"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!"
Pos,@SouthwestAir @FortuneMagazine Congrats!
Pos,@SouthwestAir @FortuneMagazine well deserved!
Neutral,@SouthwestAir please please please choose me to go see @Imaginedragons   #DestinationDragons
Pos,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!
Pos,=@SouthwestAir @FortuneMagazine friendliest employees
Neutral,@SouthwestAir I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.
Neutral,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets"
Neg,@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO
Pos,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp
Neutral,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney"
Pos,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney
Neg,=@SouthwestAir @jlittle100 double up with this comment. PHL to anywhere South Florida is gone gone gone. Hello US Air
Neg,@SouthwestAir . I don't like the new schedule. No more nonstops from PHL to FLL or PBI? We are not free to move between those cities. Sad.
Neg,@SouthwestAir Incredibly frustrating. I emailed but still haven't received a response.
Neg,@SouthwestAir I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.
Neutral,=@SouthwestAir sure can!Just a second.
Pos,@SouthwestAir oh my god thank you so much!!! I just sent you a DM
Neg,@SouthwestAir I wish I would've known so I could've slept 2 hours more and let my friend know not to wait for me after she lands...
Pos,=@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.
Pos,"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou"
Neutral,@SouthwestAir @FortuneMagazine Congratulations!
Neutral,"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
Neutral,@SouthwestAir is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please
Pos,"@SouthwestAir @FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!"
Pos,@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!
Neg,=@SouthwestAir nothing express about your express bag drop at phoenix sky harbor
Neutral,=@SouthwestAir is it possible to book a refundable trip? willing to pay extra. this would be for a domestic round trip flight
Neg,"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?"
Neutral,@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!
Neutral,@SouthwestAir MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty
Pos,"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )"
Pos,=@SouthwestAir Hi guys good morning how are you doing
Neg,@SouthwestAir Is there an email address I can send some thoughts to? This experience was really not good &amp; I have some feedback.
Pos,@SouthwestAir Southwest is definitely my favorite airline to fly! :D
Pos,@SouthwestAir Congratulations!
Neg,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎
Pos,@SouthwestAir guess where Ashley is. She's doing a great job presenting. #ragandisney http://t.co/5ZNMwxDI9U
Neutral,@SouthwestAir using social business roadmap to develop intelligent path to embed social across enterprise #RaganDisney
Neutral,@SouthwestAir adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos
Neutral,@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?
Neg,@SouthwestAir @thirty_lives birthday is the 24th and he's not seeing Imagine Dragons at #DestinationDragons ?
Pos,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!"
Neg,@SouthwestAir Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives
Neutral,@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix
Neutral,@SouthwestAir Whats up with flight 4464 Ft myers to milwaukee???
Neutral,@SouthwestAir My birthday is during #DestinationDragons could I get tix?? http://t.co/07XhCacjax
Neutral,@SouthwestAir Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!
Neg,@SouthwestAir when you enter every contest for #DestinationDragons and lose :(
Neg,@SouthwestAir is main supporter of play where Jesus is portrayed as homosexual partner of Judas and who performs a “gay wedding” #boycott
Neutral,@SouthwestAir Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !
Neg,@SouthwestAir you're giving everyone tix for #DestinationDragons except for me and it's during my birthday!!!!
Pos,@SouthwestAir my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?
Pos,"@SouthwestAir - thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!"
Neg,=@SouthwestAir I sent you my Conf number yesterday.
Pos,@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜
Neutral,=@SouthwestAir Thanks!Will do
Neutral,=@SouthwestAir if you Read my tweet it is a gap in process for Folks that take multiple flights in one day.
Neutral,@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE
Neg,"@SouthwestAir well, it was fun while it lasted. Not happy about the change to redeeming reward points. Won't be loyal anymore."
Neg,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona
Pos,"@SouthwestAir aww thanks!! Other than that, love it!"
Neg,@SouthwestAir Learn how to give folks on multiple flights the same day boarding position at least if you can't give them  boarding passes.
Pos,@SouthwestAir we're here at MCO. Thanks.
Neutral,"@SouthwestAir schedule is open through the end of October, got Columbus day wknd in New England for ~50K points for 4! Check your calendar!"
Pos,=@SouthwestAir the new logo is going to look amazing on the airplanes
Neutral,@SouthwestAir I am now a rapids rewards member #lovetotravel #chaching
Neutral,@SouthwestAir okay just signed up!
Neutral,@SouthwestAir when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol
Pos,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB"
Neutral,@SouthwestAir booked our flights this morning. Can't wait to move about the country.
Pos,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
Neg,@SouthwestAir I'm getting leathery from the heat on 4251 before I even get to Vegas....
Neg,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭
Neutral,=@SouthwestAir trying to get to Mexico in September!How about affordable nonstop flights????
Neg,@SouthwestAir how it feels on flight 4251 http://t.co/JM8gQ1KGrF
Neutral,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎
Neg,@SouthwestAir Stuck on 4251 with the heat blasting to try and thaw the water lines.... Kinda disappointed for my first flight as a RR member
Neg,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes"
Pos,"@SouthwestAir DM sent! Thanks so much for responding! Your response was so timely, I missed it!"
Neg,=@SouthwestAir hates guitar players. Chgd for oversize and extra bag on my acoustic guitar. epic fail.
Neutral,=@SouthwestAir are passengers automatically rebooked on other flights if Original is Cancelled Flighted for weather etc?
Pos,@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs
Neg,"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!"
Pos,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!
Pos,@SouthwestAir y'all the real MVP with these prices...
Neutral,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk
Neutral,@SouthwestAir Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !
Neutral,"@SouthwestAir Any chance the flight I just took can count for #3? I mean, I signed up with SW wifi in the air! 2/2"
Neutral,@southwestair so I saw the promo for A-List when I was on a plane this Monday. I fly two more times in the qualification period. 1/2
